"","trap","number","date","region","region_name"
"1050","SW7",0,2024-08-16,"SW","SW7"
"1051","NE1",3,2024-08-16,"NE","NE1"
"1052","NE2",5,2024-08-16,"NE","NE2"
"1053","NE3",2,2024-08-16,"NE","NE3"
"1054","NE4",0,2024-08-16,"NE","NE4"
"1055","NE5",1,2024-08-16,"NE","NE5"
"1056","NE6",3,2024-08-16,"NE","NE6"
"1057","NE7",4,2024-08-16,"NE","NE7"
"1058","SE1",2,2024-08-16,"SE","SE1"
"1059","SE2",1,2024-08-16,"SE","SE2"
"1060","SE3",2,2024-08-16,"SE","SE3"
"1061","SE4",2,2024-08-16,"SE","SE4"
"1062","SE5",0,2024-08-16,"SE","SE5"
"1063","SE6",0,2024-08-16,"SE","SE6"
"1064","SE7",0,2024-08-16,"SE","SE7"
"1065","aa",3,2024-08-16,"Out of City Limits","Lilyfield"
"1066","bb",0,2024-08-16,"Out of City Limits","North Perimeter"
"1067","cc",1,2024-08-16,"Out of City Limits","West St. Paul"
"1068","dd",2,2024-08-16,"Out of City Limits","East St. Paul"
"1069","ee",0,2024-08-16,"Out of City Limits","Springfield"
"1070","ff",0,2024-08-16,"Out of City Limits","Ritchot"
"1071","gg",0,2024-08-16,"Out of City Limits","MacDonald"
"1072","hh",4,2024-08-16,"Out of City Limits","Headingly"
"1073","ii",1,2024-08-16,"Out of City Limits","Rosser"
"1074","NW1",4,2024-08-15,"NW","NW1"
"1075","NW2",0,2024-08-15,"NW","NW2"
"1076","NW3",3,2024-08-15,"NW","NW3"
"1077","NW4",5,2024-08-15,"NW","NW4"
"1078","NW5",0,2024-08-15,"NW","NW5"
"1079","NW6",1,2024-08-15,"NW","NW6"
"1080","NW7",10,2024-08-15,"NW","NW7"
"1081","SW1",1,2024-08-15,"SW","SW1"
"1082","SW2",10,2024-08-15,"SW","SW2"
"1083","SW3",6,2024-08-15,"SW","SW3"
"1084","SW4",0,2024-08-15,"SW","SW4"
"1085","SW5",0,2024-08-15,"SW","SW5"
"1086","SW6",3,2024-08-15,"SW","SW6"
"1087","SW7",0,2024-08-15,"SW","SW7"
"1088","NE1",26,2024-08-15,"NE","NE1"
"1089","NE2",8,2024-08-15,"NE","NE2"
"1090","NE3",1,2024-08-15,"NE","NE3"
"1091","NE4",1,2024-08-15,"NE","NE4"
"1092","NE5",0,2024-08-15,"NE","NE5"
"1093","NE6",0,2024-08-15,"NE","NE6"
"1094","NE7",4,2024-08-15,"NE","NE7"
"1095","SE1",0,2024-08-15,"SE","SE1"
"1096","SE2",0,2024-08-15,"SE","SE2"
"1097","SE3",2,2024-08-15,"SE","SE3"
"1098","SE4",4,2024-08-15,"SE","SE4"
"1099","SE5",2,2024-08-15,"SE","SE5"
"1100","SE6",1,2024-08-15,"SE","SE6"
"1101","SE7",2,2024-08-15,"SE","SE7"
"1102","aa",2,2024-08-15,"Out of City Limits","Lilyfield"
"1103","bb",9,2024-08-15,"Out of City Limits","North Perimeter"
"1104","cc",1,2024-08-15,"Out of City Limits","West St. Paul"
"1105","dd",18,2024-08-15,"Out of City Limits","East St. Paul"
"1106","ee",0,2024-08-15,"Out of City Limits","Springfield"
"1107","ff",17,2024-08-15,"Out of City Limits","Ritchot"
"1108","gg",29,2024-08-15,"Out of City Limits","MacDonald"
"1109","hh",35,2024-08-15,"Out of City Limits","Headingly"
"1110","ii",2,2024-08-15,"Out of City Limits","Rosser"
"1111","NW1",13,2024-08-14,"NW","NW1"
"1112","NW2",3,2024-08-14,"NW","NW2"
"1113","NW3",3,2024-08-14,"NW","NW3"
"1114","NW4",49,2024-08-14,"NW","NW4"
"1115","NW5",3,2024-08-14,"NW","NW5"
"1116","NW6",2,2024-08-14,"NW","NW6"
"1117","NW7",NA,2024-08-14,"NW","NW7"
"1118","SW1",0,2024-08-14,"SW","SW1"
"1119","SW2",25,2024-08-14,"SW","SW2"
"1120","SW3",12,2024-08-14,"SW","SW3"
"1121","SW4",1,2024-08-14,"SW","SW4"
"1122","SW5",0,2024-08-14,"SW","SW5"
"1123","SW6",6,2024-08-14,"SW","SW6"
"1124","SW7",0,2024-08-14,"SW","SW7"
"1125","NE1",25,2024-08-14,"NE","NE1"
"1126","NE2",23,2024-08-14,"NE","NE2"
"1127","NE3",2,2024-08-14,"NE","NE3"
"1128","NE4",2,2024-08-14,"NE","NE4"
"1129","NE5",3,2024-08-14,"NE","NE5"
"1130","NE6",3,2024-08-14,"NE","NE6"
"1131","NE7",14,2024-08-14,"NE","NE7"
"1132","SE1",4,2024-08-14,"SE","SE1"
"1133","SE2",9,2024-08-14,"SE","SE2"
"1134","SE3",2,2024-08-14,"SE","SE3"
"1135","SE4",27,2024-08-14,"SE","SE4"
"1136","SE5",6,2024-08-14,"SE","SE5"
"1137","SE6",0,2024-08-14,"SE","SE6"
"1138","SE7",3,2024-08-14,"SE","SE7"
"1139","aa",9,2024-08-14,"Out of City Limits","Lilyfield"
"1140","bb",4,2024-08-14,"Out of City Limits","North Perimeter"
"1141","cc",3,2024-08-14,"Out of City Limits","West St. Paul"
"1142","dd",4,2024-08-14,"Out of City Limits","East St. Paul"
"1143","ee",0,2024-08-14,"Out of City Limits","Springfield"
"1144","ff",16,2024-08-14,"Out of City Limits","Ritchot"
"1145","gg",22,2024-08-14,"Out of City Limits","MacDonald"
"1146","hh",27,2024-08-14,"Out of City Limits","Headingly"
"1147","ii",0,2024-08-14,"Out of City Limits","Rosser"
"1148","NW1",5,2024-08-13,"NW","NW1"
"1149","NW2",2,2024-08-13,"NW","NW2"
"1150","NW3",5,2024-08-13,"NW","NW3"
"1151","NW4",26,2024-08-13,"NW","NW4"
"1152","NW5",7,2024-08-13,"NW","NW5"
"1153","NW6",0,2024-08-13,"NW","NW6"
"1154","NW7",19,2024-08-13,"NW","NW7"
"1155","SW1",0,2024-08-13,"SW","SW1"
"1156","SW2",6,2024-08-13,"SW","SW2"
"1157","SW3",7,2024-08-13,"SW","SW3"
"1158","SW4",1,2024-08-13,"SW","SW4"
"1159","SW5",2,2024-08-13,"SW","SW5"
"1160","SW6",5,2024-08-13,"SW","SW6"
"1161","SW7",7,2024-08-13,"SW","SW7"
"1162","NE1",15,2024-08-13,"NE","NE1"
"1163","NE2",18,2024-08-13,"NE","NE2"
"1164","NE3",13,2024-08-13,"NE","NE3"
"1165","NE4",6,2024-08-13,"NE","NE4"
"1166","NE5",3,2024-08-13,"NE","NE5"
"1167","NE6",6,2024-08-13,"NE","NE6"
"1168","NE7",3,2024-08-13,"NE","NE7"
"1169","SE1",2,2024-08-13,"SE","SE1"
"1170","SE2",10,2024-08-13,"SE","SE2"
"1171","SE3",5,2024-08-13,"SE","SE3"
"1172","SE4",16,2024-08-13,"SE","SE4"
"1173","SE5",14,2024-08-13,"SE","SE5"
"1174","SE6",1,2024-08-13,"SE","SE6"
"1175","SE7",9,2024-08-13,"SE","SE7"
"1176","aa",15,2024-08-13,"Out of City Limits","Lilyfield"
"1177","bb",16,2024-08-13,"Out of City Limits","North Perimeter"
"1178","cc",2,2024-08-13,"Out of City Limits","West St. Paul"
"1179","dd",13,2024-08-13,"Out of City Limits","East St. Paul"
"1180","ee",0,2024-08-13,"Out of City Limits","Springfield"
"1181","ff",9,2024-08-13,"Out of City Limits","Ritchot"
"1182","gg",16,2024-08-13,"Out of City Limits","MacDonald"
"1183","hh",9,2024-08-13,"Out of City Limits","Headingly"
"1184","ii",1,2024-08-13,"Out of City Limits","Rosser"
"1185","NW1",12,2024-08-12,"NW","NW1"
"1186","NW2",2,2024-08-12,"NW","NW2"
"1187","NW3",3,2024-08-12,"NW","NW3"
"1188","NW4",8,2024-08-12,"NW","NW4"
"1189","NW5",5,2024-08-12,"NW","NW5"
"1190","NW6",1,2024-08-12,"NW","NW6"
"1191","NW7",NA,2024-08-12,"NW","NW7"
"1192","SW1",1,2024-08-12,"SW","SW1"
"1193","SW2",2,2024-08-12,"SW","SW2"
"1194","SW3",5,2024-08-12,"SW","SW3"
"1195","SW4",2,2024-08-12,"SW","SW4"
"1196","SW5",1,2024-08-12,"SW","SW5"
"1197","SW6",3,2024-08-12,"SW","SW6"
"1198","SW7",2,2024-08-12,"SW","SW7"
"1199","NE1",9,2024-08-12,"NE","NE1"
"1200","NE2",22,2024-08-12,"NE","NE2"
"1201","NE3",6,2024-08-12,"NE","NE3"
"1202","NE4",0,2024-08-12,"NE","NE4"
"1203","NE5",1,2024-08-12,"NE","NE5"
"1204","NE6",3,2024-08-12,"NE","NE6"
"1205","NE7",3,2024-08-12,"NE","NE7"
"1206","SE1",2,2024-08-12,"SE","SE1"
"1207","SE2",10,2024-08-12,"SE","SE2"
"1208","SE3",3,2024-08-12,"SE","SE3"
"1209","SE4",18,2024-08-12,"SE","SE4"
"1210","SE5",4,2024-08-12,"SE","SE5"
"1211","SE6",2,2024-08-12,"SE","SE6"
"1212","SE7",5,2024-08-12,"SE","SE7"
"1213","aa",8,2024-08-12,"Out of City Limits","Lilyfield"
"1214","bb",3,2024-08-12,"Out of City Limits","North Perimeter"
"1215","cc",3,2024-08-12,"Out of City Limits","West St. Paul"
"1216","dd",9,2024-08-12,"Out of City Limits","East St. Paul"
"1217","ee",0,2024-08-12,"Out of City Limits","Springfield"
"1218","ff",5,2024-08-12,"Out of City Limits","Ritchot"
"1219","gg",8,2024-08-12,"Out of City Limits","MacDonald"
"1220","hh",11,2024-08-12,"Out of City Limits","Headingly"
"1221","ii",4,2024-08-12,"Out of City Limits","Rosser"
"1222","NW1",5,2024-08-09,"NW","NW1"
"1223","NW2",1,2024-08-09,"NW","NW2"
"1224","NW3",0,2024-08-09,"NW","NW3"
"1225","NW4",12,2024-08-09,"NW","NW4"
"1226","NW5",5,2024-08-09,"NW","NW5"
"1227","NW6",0,2024-08-09,"NW","NW6"
"1228","NW7",6,2024-08-09,"NW","NW7"
"1229","SW1",0,2024-08-09,"SW","SW1"
"1230","SW2",1,2024-08-09,"SW","SW2"
"1231","SW3",4,2024-08-09,"SW","SW3"
"1232","SW4",0,2024-08-09,"SW","SW4"
"1233","SW5",1,2024-08-09,"SW","SW5"
"1234","SW6",0,2024-08-09,"SW","SW6"
"1235","SW7",1,2024-08-09,"SW","SW7"
"1236","NE1",0,2024-08-09,"NE","NE1"
"1237","NE2",9,2024-08-09,"NE","NE2"
"1238","NE3",2,2024-08-09,"NE","NE3"
"1239","NE4",0,2024-08-09,"NE","NE4"
"1240","NE5",1,2024-08-09,"NE","NE5"
"1241","NE6",4,2024-08-09,"NE","NE6"
"1242","NE7",4,2024-08-09,"NE","NE7"
"1243","SE1",1,2024-08-09,"SE","SE1"
"1244","SE2",2,2024-08-09,"SE","SE2"
"1245","SE3",2,2024-08-09,"SE","SE3"
"1246","SE4",6,2024-08-09,"SE","SE4"
"1247","SE5",0,2024-08-09,"SE","SE5"
"1248","SE6",0,2024-08-09,"SE","SE6"
"1249","SE7",0,2024-08-09,"SE","SE7"
"1250","aa",5,2024-08-09,"Out of City Limits","Lilyfield"
"1251","bb",4,2024-08-09,"Out of City Limits","North Perimeter"
"1252","cc",3,2024-08-09,"Out of City Limits","West St. Paul"
"1253","dd",2,2024-08-09,"Out of City Limits","East St. Paul"
"1254","ee",0,2024-08-09,"Out of City Limits","Springfield"
"1255","ff",4,2024-08-09,"Out of City Limits","Ritchot"
"1256","gg",4,2024-08-09,"Out of City Limits","MacDonald"
"1257","hh",4,2024-08-09,"Out of City Limits","Headingly"
"1258","ii",1,2024-08-09,"Out of City Limits","Rosser"
"1259","NW1",7,2024-08-08,"NW","NW1"
"1260","NW2",0,2024-08-08,"NW","NW2"
"1261","NW3",0,2024-08-08,"NW","NW3"
"1262","NW4",4,2024-08-08,"NW","NW4"
"1263","NW5",3,2024-08-08,"NW","NW5"
"1264","NW6",1,2024-08-08,"NW","NW6"
"1265","NW7",4,2024-08-08,"NW","NW7"
"1266","SW1",0,2024-08-08,"SW","SW1"
"1267","SW2",0,2024-08-08,"SW","SW2"
"1268","SW3",1,2024-08-08,"SW","SW3"
"1269","SW4",0,2024-08-08,"SW","SW4"
"1270","SW5",0,2024-08-08,"SW","SW5"
"1271","SW6",0,2024-08-08,"SW","SW6"
"1272","SW7",0,2024-08-08,"SW","SW7"
"1273","NE1",2,2024-08-08,"NE","NE1"
"1274","NE2",1,2024-08-08,"NE","NE2"
"1275","NE3",1,2024-08-08,"NE","NE3"
"1276","NE4",0,2024-08-08,"NE","NE4"
"1277","NE5",1,2024-08-08,"NE","NE5"
"1278","NE6",3,2024-08-08,"NE","NE6"
"1279","NE7",4,2024-08-08,"NE","NE7"
"1280","SE1",0,2024-08-08,"SE","SE1"
"1281","SE2",0,2024-08-08,"SE","SE2"
"1282","SE3",2,2024-08-08,"SE","SE3"
"1283","SE4",3,2024-08-08,"SE","SE4"
"1284","SE5",1,2024-08-08,"SE","SE5"
"1285","SE6",1,2024-08-08,"SE","SE6"
"1286","SE7",4,2024-08-08,"SE","SE7"
"1287","aa",1,2024-08-08,"Out of City Limits","Lilyfield"
"1288","bb",1,2024-08-08,"Out of City Limits","North Perimeter"
"1289","cc",3,2024-08-08,"Out of City Limits","West St. Paul"
"1290","dd",5,2024-08-08,"Out of City Limits","East St. Paul"
"1291","ee",1,2024-08-08,"Out of City Limits","Springfield"
"1292","ff",2,2024-08-08,"Out of City Limits","Ritchot"
"1293","gg",0,2024-08-08,"Out of City Limits","MacDonald"
"1294","hh",3,2024-08-08,"Out of City Limits","Headingly"
"1295","ii",0,2024-08-08,"Out of City Limits","Rosser"
"1296","NW1",13,2024-08-07,"NW","NW1"
"1297","NW2",2,2024-08-07,"NW","NW2"
"1298","NW3",0,2024-08-07,"NW","NW3"
"1299","NW4",22,2024-08-07,"NW","NW4"
"1300","NW5",3,2024-08-07,"NW","NW5"
"1301","NW6",0,2024-08-07,"NW","NW6"
"1302","NW7",28,2024-08-07,"NW","NW7"
"1303","SW1",1,2024-08-07,"SW","SW1"
"1304","SW2",9,2024-08-07,"SW","SW2"
"1305","SW3",4,2024-08-07,"SW","SW3"
"1306","SW4",1,2024-08-07,"SW","SW4"
"1307","SW5",1,2024-08-07,"SW","SW5"
"1308","SW6",3,2024-08-07,"SW","SW6"
"1309","SW7",1,2024-08-07,"SW","SW7"
"1310","NE1",17,2024-08-07,"NE","NE1"
"1311","NE2",15,2024-08-07,"NE","NE2"
"1312","NE3",0,2024-08-07,"NE","NE3"
"1313","NE4",0,2024-08-07,"NE","NE4"
"1314","NE5",1,2024-08-07,"NE","NE5"
"1315","NE6",2,2024-08-07,"NE","NE6"
"1316","NE7",8,2024-08-07,"NE","NE7"
"1317","SE1",1,2024-08-07,"SE","SE1"
"1318","SE2",4,2024-08-07,"SE","SE2"
"1319","SE3",0,2024-08-07,"SE","SE3"
"1320","SE4",17,2024-08-07,"SE","SE4"
"1321","SE5",6,2024-08-07,"SE","SE5"
"1322","SE6",2,2024-08-07,"SE","SE6"
"1323","SE7",13,2024-08-07,"SE","SE7"
"1324","aa",5,2024-08-07,"Out of City Limits","Lilyfield"
"1325","bb",11,2024-08-07,"Out of City Limits","North Perimeter"
"1326","cc",2,2024-08-07,"Out of City Limits","West St. Paul"
"1327","dd",10,2024-08-07,"Out of City Limits","East St. Paul"
"1328","ee",0,2024-08-07,"Out of City Limits","Springfield"
"1329","ff",21,2024-08-07,"Out of City Limits","Ritchot"
"1330","gg",5,2024-08-07,"Out of City Limits","MacDonald"
"1331","hh",18,2024-08-07,"Out of City Limits","Headingly"
"1332","ii",0,2024-08-07,"Out of City Limits","Rosser"
"1333","NW1",8,2024-08-06,"NW","NW1"
"1334","NW2",3,2024-08-06,"NW","NW2"
"1335","NW3",5,2024-08-06,"NW","NW3"
"1336","NW4",9,2024-08-06,"NW","NW4"
"1337","NW5",10,2024-08-06,"NW","NW5"
"1338","NW6",2,2024-08-06,"NW","NW6"
"1339","NW7",13,2024-08-06,"NW","NW7"
"1340","SW1",1,2024-08-06,"SW","SW1"
"1341","SW2",1,2024-08-06,"SW","SW2"
"1342","SW3",2,2024-08-06,"SW","SW3"
"1343","SW4",1,2024-08-06,"SW","SW4"
"1344","SW5",1,2024-08-06,"SW","SW5"
"1345","SW6",3,2024-08-06,"SW","SW6"
"1346","SW7",2,2024-08-06,"SW","SW7"
"1347","NE1",12,2024-08-06,"NE","NE1"
"1348","NE2",12,2024-08-06,"NE","NE2"
"1349","NE3",7,2024-08-06,"NE","NE3"
"1350","NE4",2,2024-08-06,"NE","NE4"
"1351","NE5",3,2024-08-06,"NE","NE5"
"1352","NE6",2,2024-08-06,"NE","NE6"
"1353","NE7",1,2024-08-06,"NE","NE7"
"1354","SE1",1,2024-08-06,"SE","SE1"
"1355","SE2",13,2024-08-06,"SE","SE2"
"1356","SE3",2,2024-08-06,"SE","SE3"
"1357","SE4",0,2024-08-06,"SE","SE4"
"1358","SE5",8,2024-08-06,"SE","SE5"
"1359","SE6",2,2024-08-06,"SE","SE6"
"1360","SE7",11,2024-08-06,"SE","SE7"
"1361","aa",4,2024-08-06,"Out of City Limits","Lilyfield"
"1362","bb",39,2024-08-06,"Out of City Limits","North Perimeter"
"1363","cc",1,2024-08-06,"Out of City Limits","West St. Paul"
"1364","dd",1,2024-08-06,"Out of City Limits","East St. Paul"
"1365","ee",1,2024-08-06,"Out of City Limits","Springfield"
"1366","ff",3,2024-08-06,"Out of City Limits","Ritchot"
"1367","gg",3,2024-08-06,"Out of City Limits","MacDonald"
"1368","hh",5,2024-08-06,"Out of City Limits","Headingly"
"1369","ii",12,2024-08-06,"Out of City Limits","Rosser"
"1370","NW1",93,2024-08-03,"NW","NW1"
"1371","NW2",3,2024-08-03,"NW","NW2"
"1372","NW3",8,2024-08-03,"NW","NW3"
"1373","NW4",57,2024-08-03,"NW","NW4"
"1374","NW5",9,2024-08-03,"NW","NW5"
"1375","NW6",5,2024-08-03,"NW","NW6"
"1376","NW7",63,2024-08-03,"NW","NW7"
"1377","SW1",1,2024-08-03,"SW","SW1"
"1378","SW2",22,2024-08-03,"SW","SW2"
"1379","SW3",17,2024-08-03,"SW","SW3"
"1380","SW4",NA,2024-08-03,"SW","SW4"
"1381","SW5",6,2024-08-03,"SW","SW5"
"1382","SW6",31,2024-08-03,"SW","SW6"
"1383","SW7",6,2024-08-03,"SW","SW7"
"1384","NE1",23,2024-08-03,"NE","NE1"
"1385","NE2",48,2024-08-03,"NE","NE2"
"1386","NE3",16,2024-08-03,"NE","NE3"
"1387","NE4",6,2024-08-03,"NE","NE4"
"1388","NE5",5,2024-08-03,"NE","NE5"
"1389","NE6",12,2024-08-03,"NE","NE6"
"1390","NE7",32,2024-08-03,"NE","NE7"
"1391","SE1",11,2024-08-03,"SE","SE1"
"1392","SE2",10,2024-08-03,"SE","SE2"
"1393","SE3",7,2024-08-03,"SE","SE3"
"1394","SE4",39,2024-08-03,"SE","SE4"
"1395","SE5",24,2024-08-03,"SE","SE5"
"1396","SE6",2,2024-08-03,"SE","SE6"
"1397","SE7",47,2024-08-03,"SE","SE7"
"1398","aa",62,2024-08-03,"Out of City Limits","Lilyfield"
"1399","bb",51,2024-08-03,"Out of City Limits","North Perimeter"
"1400","cc",NA,2024-08-03,"Out of City Limits","West St. Paul"
"1401","dd",30,2024-08-03,"Out of City Limits","East St. Paul"
"1402","ee",11,2024-08-03,"Out of City Limits","Springfield"
"1403","ff",62,2024-08-03,"Out of City Limits","Ritchot"
"1404","gg",15,2024-08-03,"Out of City Limits","MacDonald"
"1405","hh",56,2024-08-03,"Out of City Limits","Headingly"
"1406","ii",48,2024-08-03,"Out of City Limits","Rosser"
"1407","NW1",220,2024-08-02,"NW","NW1"
"1408","NW2",0,2024-08-02,"NW","NW2"
"1409","NW3",6,2024-08-02,"NW","NW3"
"1410","NW4",43,2024-08-02,"NW","NW4"
"1411","NW5",10,2024-08-02,"NW","NW5"
"1412","NW6",2,2024-08-02,"NW","NW6"
"1413","NW7",43,2024-08-02,"NW","NW7"
"1414","SW1",6,2024-08-02,"SW","SW1"
"1415","SW2",17,2024-08-02,"SW","SW2"
"1416","SW3",19,2024-08-02,"SW","SW3"
"1417","SW4",3,2024-08-02,"SW","SW4"
"1418","SW5",8,2024-08-02,"SW","SW5"
"1419","SW6",20,2024-08-02,"SW","SW6"
"1420","SW7",3,2024-08-02,"SW","SW7"
"1421","NE1",44,2024-08-02,"NE","NE1"
"1422","NE2",64,2024-08-02,"NE","NE2"
"1423","NE3",8,2024-08-02,"NE","NE3"
"1424","NE4",1,2024-08-02,"NE","NE4"
"1425","NE5",1,2024-08-02,"NE","NE5"
"1426","NE6",11,2024-08-02,"NE","NE6"
"1427","NE7",11,2024-08-02,"NE","NE7"
"1428","SE1",5,2024-08-02,"SE","SE1"
"1429","SE2",19,2024-08-02,"SE","SE2"
"1430","SE3",9,2024-08-02,"SE","SE3"
"1431","SE4",22,2024-08-02,"SE","SE4"
"1432","SE5",23,2024-08-02,"SE","SE5"
"1433","SE6",4,2024-08-02,"SE","SE6"
"1434","SE7",34,2024-08-02,"SE","SE7"
"1435","aa",41,2024-08-02,"Out of City Limits","Lilyfield"
"1436","bb",41,2024-08-02,"Out of City Limits","North Perimeter"
"1437","cc",6,2024-08-02,"Out of City Limits","West St. Paul"
"1438","dd",20,2024-08-02,"Out of City Limits","East St. Paul"
"1439","ee",6,2024-08-02,"Out of City Limits","Springfield"
"1440","ff",45,2024-08-02,"Out of City Limits","Ritchot"
"1441","gg",10,2024-08-02,"Out of City Limits","MacDonald"
"1442","hh",23,2024-08-02,"Out of City Limits","Headingly"
"1443","ii",27,2024-08-02,"Out of City Limits","Rosser"
"1444","NW1",52,2024-08-01,"NW","NW1"
"1445","NW2",2,2024-08-01,"NW","NW2"
"1446","NW3",5,2024-08-01,"NW","NW3"
"1447","NW4",35,2024-08-01,"NW","NW4"
"1448","NW5",14,2024-08-01,"NW","NW5"
"1449","NW6",5,2024-08-01,"NW","NW6"
"1450","NW7",25,2024-08-01,"NW","NW7"
"1451","SW1",12,2024-08-01,"SW","SW1"
"1452","SW2",27,2024-08-01,"SW","SW2"
"1453","SW3",34,2024-08-01,"SW","SW3"
"1454","SW4",29,2024-08-01,"SW","SW4"
"1455","SW5",7,2024-08-01,"SW","SW5"
"1456","SW6",83,2024-08-01,"SW","SW6"
"1457","SW7",3,2024-08-01,"SW","SW7"
"1458","NE1",28,2024-08-01,"NE","NE1"
"1459","NE2",56,2024-08-01,"NE","NE2"
"1460","NE3",9,2024-08-01,"NE","NE3"
"1461","NE4",20,2024-08-01,"NE","NE4"
"1462","NE5",4,2024-08-01,"NE","NE5"
"1463","NE6",11,2024-08-01,"NE","NE6"
"1464","NE7",20,2024-08-01,"NE","NE7"
"1465","SE1",6,2024-08-01,"SE","SE1"
"1466","SE2",17,2024-08-01,"SE","SE2"
"1467","SE3",11,2024-08-01,"SE","SE3"
"1468","SE4",13,2024-08-01,"SE","SE4"
"1469","SE5",32,2024-08-01,"SE","SE5"
"1470","SE6",16,2024-08-01,"SE","SE6"
"1471","SE7",34,2024-08-01,"SE","SE7"
"1472","aa",57,2024-08-01,"Out of City Limits","Lilyfield"
"1473","bb",27,2024-08-01,"Out of City Limits","North Perimeter"
"1474","cc",16,2024-08-01,"Out of City Limits","West St. Paul"
"1475","dd",19,2024-08-01,"Out of City Limits","East St. Paul"
"1476","ee",15,2024-08-01,"Out of City Limits","Springfield"
"1477","ff",26,2024-08-01,"Out of City Limits","Ritchot"
"1478","gg",59,2024-08-01,"Out of City Limits","MacDonald"
"1479","hh",16,2024-08-01,"Out of City Limits","Headingly"
"1480","ii",29,2024-08-01,"Out of City Limits","Rosser"
"1481","NW1",41,2024-07-31,"NW","NW1"
"1482","NW2",1,2024-07-31,"NW","NW2"
"1483","NW3",7,2024-07-31,"NW","NW3"
"1484","NW4",26,2024-07-31,"NW","NW4"
"1485","NW5",6,2024-07-31,"NW","NW5"
"1486","NW6",2,2024-07-31,"NW","NW6"
"1487","NW7",108,2024-07-31,"NW","NW7"
"1488","SW1",0,2024-07-31,"SW","SW1"
"1489","SW2",32,2024-07-31,"SW","SW2"
"1490","SW3",29,2024-07-31,"SW","SW3"
"1491","SW4",2,2024-07-31,"SW","SW4"
"1492","SW5",6,2024-07-31,"SW","SW5"
"1493","SW6",38,2024-07-31,"SW","SW6"
"1494","SW7",6,2024-07-31,"SW","SW7"
"1495","NE1",29,2024-07-31,"NE","NE1"
"1496","NE2",83,2024-07-31,"NE","NE2"
"1497","NE3",9,2024-07-31,"NE","NE3"
"1498","NE4",0,2024-07-31,"NE","NE4"
"1499","NE5",4,2024-07-31,"NE","NE5"
"1500","NE6",6,2024-07-31,"NE","NE6"
"1501","NE7",21,2024-07-31,"NE","NE7"
"1502","SE1",11,2024-07-31,"SE","SE1"
"1503","SE2",36,2024-07-31,"SE","SE2"
"1504","SE3",5,2024-07-31,"SE","SE3"
"1505","SE4",31,2024-07-31,"SE","SE4"
"1506","SE5",12,2024-07-31,"SE","SE5"
"1507","SE6",6,2024-07-31,"SE","SE6"
"1508","SE7",59,2024-07-31,"SE","SE7"
"1509","aa",65,2024-07-31,"Out of City Limits","Lilyfield"
"1510","bb",23,2024-07-31,"Out of City Limits","North Perimeter"
"1511","cc",4,2024-07-31,"Out of City Limits","West St. Paul"
"1512","dd",27,2024-07-31,"Out of City Limits","East St. Paul"
"1513","ee",12,2024-07-31,"Out of City Limits","Springfield"
"1514","ff",69,2024-07-31,"Out of City Limits","Ritchot"
"1515","gg",45,2024-07-31,"Out of City Limits","MacDonald"
"1516","hh",144,2024-07-31,"Out of City Limits","Headingly"
"1517","ii",28,2024-07-31,"Out of City Limits","Rosser"
"1518","NW1",52,2024-07-30,"NW","NW1"
"1519","NW2",1,2024-07-30,"NW","NW2"
"1520","NW3",9,2024-07-30,"NW","NW3"
"1521","NW4",32,2024-07-30,"NW","NW4"
"1522","NW5",4,2024-07-30,"NW","NW5"
"1523","NW6",3,2024-07-30,"NW","NW6"
"1524","NW7",40,2024-07-30,"NW","NW7"
"1525","SW1",3,2024-07-30,"SW","SW1"
"1526","SW2",27,2024-07-30,"SW","SW2"
"1527","SW3",29,2024-07-30,"SW","SW3"
"1528","SW4",5,2024-07-30,"SW","SW4"
"1529","SW5",1,2024-07-30,"SW","SW5"
"1530","SW6",10,2024-07-30,"SW","SW6"
"1531","SW7",4,2024-07-30,"SW","SW7"
"1532","NE1",54,2024-07-30,"NE","NE1"
"1533","NE2",28,2024-07-30,"NE","NE2"
"1534","NE3",3,2024-07-30,"NE","NE3"
"1535","NE4",6,2024-07-30,"NE","NE4"
"1536","NE5",2,2024-07-30,"NE","NE5"
"1537","NE6",1,2024-07-30,"NE","NE6"
"1538","NE7",8,2024-07-30,"NE","NE7"
"1539","SE1",10,2024-07-30,"SE","SE1"
"1540","SE2",15,2024-07-30,"SE","SE2"
"1541","SE3",16,2024-07-30,"SE","SE3"
"1542","SE4",23,2024-07-30,"SE","SE4"
"1543","SE5",18,2024-07-30,"SE","SE5"
"1544","SE6",5,2024-07-30,"SE","SE6"
"1545","SE7",9,2024-07-30,"SE","SE7"
"1546","aa",22,2024-07-30,"Out of City Limits","Lilyfield"
"1547","bb",78,2024-07-30,"Out of City Limits","North Perimeter"
"1548","cc",NA,2024-07-30,"Out of City Limits","West St. Paul"
"1549","dd",14,2024-07-30,"Out of City Limits","East St. Paul"
"1550","ee",2,2024-07-30,"Out of City Limits","Springfield"
"1551","ff",17,2024-07-30,"Out of City Limits","Ritchot"
"1552","gg",7,2024-07-30,"Out of City Limits","MacDonald"
"1553","hh",50,2024-07-30,"Out of City Limits","Headingly"
"1554","ii",16,2024-07-30,"Out of City Limits","Rosser"
"1555","NW1",39,2024-07-29,"NW","NW1"
"1556","NW2",3,2024-07-29,"NW","NW2"
"1557","NW3",13,2024-07-29,"NW","NW3"
